claiminternalnumber,claimcolour,treatmentgroup,accept_automatic,insurancetype,privatefinanced
15500,Yellow,0,1,travel,0
15501,Red,3,1,property,1
15502,Yellow,2,1,auto,1
15503,Yellow,0,1,auto,1
15504,Yellow,2,1,travel,1
15505,Red,4,1,property,1
15506,Green,3,1,auto,1
15507,Yellow,0,1,property,1
15508,Yellow,1,1,auto,1
15509,Yellow,3,1,auto,1
15510,Green,3,1,travel,1
15511,Yellow,3,1,auto,1
15512,Yellow,0,1,auto,1
15513,Yellow,0,1,life,1
15514,Yellow,4,1,property,1
15515,Yellow,3,1,auto,1
15516,Green,2,1,auto,1
15517,Yellow,1,1,auto,1
15518,Yellow,4,1,life,1
15519,Yellow,2,1,travel,1
15520,Green,4,1,property,1
15521,Yellow,1,1,travel,1
15522,Yellow,4,1,travel,0
15523,Yellow,2,0,auto,1
15524,Yellow,0,1,property,0
15525,Red,2,1,property,0
15526,Yellow,4,0,property,1
15527,Red,2,1,property,1
15528,Yellow,0,1,property,0
15529,Yellow,4,1,property,1
15530,Yellow,4,1,property,1
15531,Yellow,3,0,life,1
15532,Yellow,0,1,property,0
15533,Yellow,4,1,life,1
15534,Yellow,3,1,property,1
15535,Green,3,1,life,1
15536,Yellow,4,1,auto,1
15537,Green,3,1,travel,1
15538,Yellow,2,1,property,0
15539,Yellow,2,1,property,0
15540,Green,1,1,auto,1
15541,Yellow,1,1,auto,1
15542,Yellow,3,1,life,1
15543,Yellow,3,0,property,1
15544,Yellow,3,1,life,1
15545,Yellow,3,1,life,1
15546,Yellow,1,1,auto,1
15547,Green,3,1,auto,1
15548,Red,3,1,property,1
15549,Green,1,1,travel,1
15550,Yellow,1,1,auto,1
15551,Yellow,0,1,auto,1
15552,Green,4,1,auto,1
15553,Yellow,2,1,property,1
15554,Yellow,0,1,travel,0
15555,Green,3,1,property,1
15556,Green,4,1,property,1
15557,Green,3,1,auto,1
15558,Green,3,1,property,1
15559,Yellow,0,1,property,1
15560,Yellow,3,0,auto,1
15561,Green,1,1,travel,1
15562,Yellow,3,1,travel,0
15563,Yellow,0,1,auto,1
15564,Yellow,4,1,life,1
15565,Green,4,1,property,1
15566,Yellow,3,0,travel,0
15567,Yellow,3,1,auto,1
15568,Green,4,1,auto,1
15569,Yellow,2,1,auto,0
15570,Green,3,1,auto,1
15571,Yellow,0,1,travel,1
15572,Yellow,4,1,auto,1
15573,Yellow,3,1,property,1
15574,Green,0,1,property,1
15575,Yellow,4,1,auto,1
15576,Yellow,4,1,travel,1
15577,Yellow,0,1,property,1
15578,Yellow,4,1,life,1
15579,Yellow,2,1,life,1
15580,Yellow,3,1,travel,1
15581,Green,3,1,property,1
15582,Yellow,2,1,life,1
15583,Yellow,4,1,auto,1
15584,Green,2,0,auto,1
15585,Yellow,4,1,life,1
15586,Green,3,1,property,0
15587,Yellow,2,1,life,1
15588,Yellow,2,0,auto,1
15589,Yellow,2,1,property,1
15590,Yellow,2,1,life,1
15591,Yellow,1,1,life,1
15592,Yellow,1,1,life,1
15593,Yellow,2,1,travel,1
15594,Yellow,4,1,auto,0
15595,Green,0,0,travel,1
15596,Yellow,2,1,property,1
15597,Red,1,1,travel,0
15598,Yellow,2,0,property,1
15599,Yellow,0,1,property,1
15600,Yellow,4,1,auto,1
15601,Yellow,0,1,auto,1
15602,Yellow,0,1,auto,1
15603,Green,1,1,property,1
15604,Green,3,0,property,0
15605,Red,2,1,life,1
15606,Red,2,1,property,1
15607,Green,3,1,auto,1
15608,Yellow,4,1,auto,0
15609,Yellow,0,1,property,1
15610,Yellow,4,1,property,1
15611,Green,2,1,property,1
15612,Yellow,3,1,property,1
15613,Green,3,1,auto,1
15614,Yellow,3,1,life,1
15615,Yellow,0,1,auto,1
15616,Yellow,1,1,auto,0
15617,Yellow,1,0,property,1
15618,Yellow,4,1,life,1
15619,Yellow,4,1,life,1
15620,Red,4,0,property,1
15621,Green,2,1,auto,1
15622,Red,1,1,property,1
15623,Green,2,1,auto,1
15624,Yellow,3,1,auto,1
15625,Yellow,4,1,auto,1
15626,Yellow,4,1,auto,1
15627,Green,2,1,auto,1
15628,Yellow,0,1,life,1
15629,Yellow,0,1,property,1
15630,Yellow,3,1,auto,1
15631,Green,4,1,property,0
15632,Yellow,3,1,property,1
15633,Yellow,1,1,travel,1
15634,Yellow,0,1,travel,1
15635,Yellow,0,1,property,1
15636,Red,1,1,property,1
15637,Yellow,4,1,property,0
15638,Yellow,3,0,property,1
15639,Green,1,1,property,1
15640,Green,1,1,auto,1
15641,Red,1,0,property,1
15642,Yellow,0,1,travel,1
15643,Yellow,3,0,property,1
15644,Yellow,0,0,property,1
15645,Green,4,1,auto,1
15646,Green,2,1,auto,1
15647,Green,2,1,travel,0
15648,Red,0,1,property,1
15649,Yellow,3,1,property,1
15650,Green,3,1,auto,1
15651,Green,3,1,auto,1
15652,Yellow,0,0,travel,1
15653,Green,4,1,property,1
15654,Yellow,1,1,property,1
15655,Yellow,1,1,property,0
15656,Green,1,1,property,1
15657,Green,4,1,auto,1
15658,Green,4,1,property,1
15659,Green,0,1,property,1
15660,Green,0,1,property,1
15661,Yellow,2,1,travel,1
15662,Green,1,1,auto,1
15663,Yellow,0,1,auto,1
15664,Green,1,1,property,1
15665,Green,1,1,auto,1
15666,Yellow,3,1,travel,0
15667,Green,0,1,auto,1
15668,Green,2,1,auto,1
15669,Yellow,4,0,auto,0
15670,Yellow,3,0,property,1
15671,Green,2,1,property,0
15672,Green,4,1,life,1
15673,Green,2,1,auto,1
15674,Green,0,1,auto,1
15675,Yellow,0,1,property,0
15676,Yellow,4,1,travel,1
15677,Yellow,1,1,travel,1
15678,Yellow,2,1,auto,1
15679,Yellow,4,1,auto,1
15680,Yellow,3,1,auto,1
15681,Red,3,1,property,1
15682,Yellow,0,1,travel,0
15683,Yellow,4,1,travel,1
15684,Yellow,2,1,travel,1
15685,Yellow,2,1,property,1
15686,Yellow,0,1,travel,1
15687,Yellow,1,1,travel,0
15688,Yellow,3,1,travel,0
15689,Green,1,0,life,1
15690,Green,1,1,property,1
15691,Yellow,2,1,life,1
15692,Green,2,1,auto,1
15693,Yellow,4,1,travel,1
15694,Green,0,1,auto,1
15695,Yellow,4,1,life,1
15696,Yellow,2,1,property,1
15697,Green,4,1,auto,1
15698,Green,2,1,life,1
15699,Green,1,1,auto,1
15700,Yellow,4,1,travel,0
15701,Yellow,0,1,life,1
15702,Yellow,1,1,property,1
15703,Yellow,4,1,auto,1
15704,Yellow,4,1,auto,1
15705,Green,1,1,auto,1
15706,Yellow,2,1,auto,1
15707,Green,0,0,property,1
15708,Green,0,1,property,1
15709,Yellow,1,0,auto,1
15710,Yellow,3,0,travel,1
15711,Yellow,2,0,property,1
15712,Green,0,1,life,1
15713,Yellow,1,1,life,1
15714,Red,4,1,property,1
15715,Yellow,3,1,auto,1
15716,Yellow,1,1,auto,1
15717,Yellow,1,1,auto,1
15718,Yellow,1,1,property,0
15719,Red,3,0,auto,1
15720,Red,0,0,property,1
15721,Green,2,0,auto,1
15722,Green,2,1,life,1
15723,Green,1,1,auto,1
15724,Green,4,1,auto,1
15725,Green,1,0,auto,1
15726,Red,0,1,auto,1
15727,Yellow,1,1,property,1
15728,Yellow,1,0,auto,1
15729,Yellow,3,1,property,0
15730,Yellow,2,1,auto,1
15731,Yellow,2,1,life,1
15732,Yellow,3,1,property,1
15733,Green,2,1,auto,0
15734,Yellow,0,1,travel,0
15735,Yellow,2,1,auto,1
15736,Red,2,1,property,1
15737,Yellow,3,1,property,1
15738,Red,3,1,travel,1
15739,Green,0,1,life,1
15740,Yellow,4,0,property,1
15741,Yellow,4,1,travel,0
15742,Green,2,1,auto,1
15743,Yellow,0,1,life,1
15744,Yellow,0,1,life,1
15745,Yellow,1,1,auto,1
15746,Green,4,1,property,1
15747,Green,3,1,auto,1
15748,Yellow,3,1,property,0
15749,Yellow,1,1,property,0
15750,Yellow,4,1,travel,0
15751,Green,3,1,property,1
15752,Yellow,1,0,property,1
15753,Yellow,0,1,travel,1
15754,Yellow,3,1,life,1
15755,Yellow,1,1,travel,1
15756,Yellow,1,1,life,1
15757,Yellow,1,0,travel,1
15758,Red,4,1,property,1
15759,Green,1,1,auto,1
15760,Yellow,0,0,property,1
15761,Red,4,0,property,1
15762,Yellow,2,1,travel,1
15763,Green,4,1,life,1
15764,Yellow,4,0,auto,1
15765,Green,1,1,auto,1
15766,Yellow,4,1,auto,1
15767,Green,0,1,property,0
15768,Yellow,4,1,life,1
15769,Green,2,1,auto,1
15770,Green,0,1,auto,1
15771,Yellow,2,1,property,1
15772,Yellow,1,0,property,1
15773,Yellow,2,1,auto,1
15774,Yellow,4,1,property,1
15775,Yellow,4,0,auto,1
15776,Yellow,1,1,life,1
15777,Green,3,1,auto,1
15778,Yellow,0,1,property,1
15779,Yellow,2,1,travel,1
15780,Green,1,1,property,1
15781,Green,1,1,property,0
15782,Green,4,1,auto,1
15783,Yellow,2,1,property,1
15784,Yellow,0,1,auto,1
15785,Red,2,1,travel,1
15786,Green,0,1,life,1
15787,Yellow,1,1,property,1
15788,Green,1,1,property,1
15789,Yellow,0,1,travel,0
15790,Yellow,3,1,property,1
15791,Green,4,1,property,0
15792,Green,4,1,property,0
15793,Yellow,0,0,travel,1
15794,Green,0,0,property,1
15795,Red,0,1,travel,1
15796,Yellow,1,1,auto,1
15797,Green,4,1,life,1
15798,Yellow,0,1,property,1
15799,Red,1,1,travel,1
15800,Yellow,1,1,auto,1
15801,Yellow,1,1,property,1
15802,Yellow,1,1,auto,1
15803,Yellow,3,0,auto,1
15804,Yellow,1,1,auto,1
15805,Yellow,0,1,travel,1
15806,Green,4,1,travel,1
15807,Yellow,4,1,auto,1
15808,Yellow,0,1,property,0
15809,Yellow,1,1,travel,1
15810,Yellow,4,1,auto,1
15811,Green,0,1,auto,1
15812,Yellow,4,0,property,1
15813,Yellow,2,0,auto,1
15814,Yellow,4,1,travel,1
15815,Yellow,3,1,travel,1
15816,Green,1,0,property,1
15817,Green,1,1,auto,1
15818,Green,1,1,auto,1
15819,Green,1,1,auto,1
15820,Green,3,1,travel,1
15821,Green,0,1,property,1
15822,Green,4,1,property,0
15823,Yellow,2,1,auto,1
15824,Green,0,1,property,1
15825,Green,0,0,auto,1
15826,Yellow,1,1,life,1
15827,Green,1,1,property,0
15828,Yellow,2,1,auto,1
15829,Yellow,2,1,property,1
15830,Red,2,1,travel,1
15831,Yellow,0,1,travel,0
15832,Yellow,1,1,property,0
15833,Red,2,0,travel,1
15834,Green,4,1,life,1
15835,Green,0,1,property,1
15836,Red,2,1,travel,1
15837,Yellow,0,1,life,1
15838,Yellow,2,1,travel,1
15839,Yellow,2,0,auto,1
15840,Green,0,1,travel,1
15841,Yellow,0,1,property,1
15842,Yellow,1,1,travel,0
15843,Yellow,3,1,auto,1
15844,Green,0,1,property,1
15845,Yellow,4,1,auto,1
15846,Yellow,0,1,property,0
15847,Green,3,1,property,1
15848,Yellow,0,1,property,1
15849,Yellow,1,1,property,1
15850,Yellow,2,1,property,1
15851,Yellow,1,1,auto,1
15852,Yellow,2,1,property,1
15853,Yellow,2,1,property,1
15854,Yellow,1,1,travel,0
15855,Green,0,1,auto,1
15856,Green,0,1,property,1
15857,Yellow,0,1,property,0
15858,Yellow,2,1,auto,1
15859,Yellow,4,1,travel,0
15860,Yellow,3,1,auto,1
15861,Red,2,0,property,1
15862,Yellow,4,1,life,1
15863,Green,1,0,auto,1
15864,Green,1,1,auto,1
15865,Green,4,1,property,1
15866,Green,3,1,property,1
15867,Yellow,1,1,auto,1
15868,Yellow,3,1,auto,1
15869,Yellow,3,1,travel,0
15870,Yellow,1,1,property,1
15871,Yellow,2,1,life,1
15872,Yellow,0,1,auto,1
15873,Yellow,0,1,auto,1
15874,Yellow,2,1,auto,1
15875,Green,0,1,auto,1
15876,Yellow,4,1,property,1
15877,Green,4,1,auto,1
15878,Yellow,1,0,travel,0
15879,Yellow,0,1,life,1
15880,Green,3,1,property,0
15881,Yellow,1,1,life,1
15882,Green,3,1,property,1
15883,Green,2,1,auto,1
15884,Green,3,1,auto,1
15885,Red,0,1,travel,1
15886,Green,2,1,travel,1
15887,Yellow,3,1,travel,0
15888,Yellow,3,1,life,1
15889,Green,3,1,property,0
15890,Yellow,1,1,auto,1
15891,Yellow,1,1,travel,0
15892,Yellow,2,1,travel,1
15893,Yellow,1,1,auto,1
15894,Yellow,4,1,auto,1
15895,Yellow,1,1,auto,1
15896,Yellow,2,1,property,1
15897,Yellow,1,0,auto,1
15898,Yellow,1,1,travel,0
15899,Green,3,1,auto,1
15900,Green,4,1,life,1
15901,Yellow,2,1,property,1
15902,Yellow,3,1,life,1
15903,Green,4,1,property,0
15904,Yellow,3,0,life,1
15905,Green,3,1,auto,1
15906,Yellow,0,1,life,1
15907,Green,2,1,auto,1
15908,Yellow,2,1,auto,1
15909,Green,2,1,property,1
15910,Yellow,2,1,auto,1
15911,Green,3,1,travel,1
15912,Yellow,1,1,travel,1
15913,Yellow,0,1,travel,0
15914,Yellow,4,1,travel,0
15915,Yellow,1,1,travel,0
15916,Yellow,3,1,auto,1
15917,Yellow,1,1,auto,1
15918,Green,3,1,property,1
15919,Yellow,0,0,auto,0
15920,Yellow,3,1,property,1
15921,Yellow,2,0,property,1
15922,Yellow,2,1,auto,1
15923,Yellow,0,1,property,1
15924,Yellow,4,1,auto,1
15925,Yellow,1,1,property,0
15926,Green,2,1,property,1
15927,Green,3,1,property,1
15928,Yellow,0,0,property,1
15929,Yellow,3,1,travel,1
15930,Yellow,0,0,property,1
15931,Green,2,1,life,1
15932,Green,2,1,life,1
15933,Yellow,4,1,life,1
15934,Green,1,1,auto,1
15935,Yellow,3,1,travel,0
15936,Green,0,1,property,0
15937,Green,3,1,auto,1
15938,Yellow,0,1,property,0
15939,Yellow,2,1,life,1
15940,Yellow,2,1,life,1
15941,Green,3,1,life,1
15942,Yellow,4,1,property,1
15943,Yellow,3,1,auto,1
15944,Yellow,3,1,auto,1
15945,Yellow,1,1,travel,0
15946,Yellow,1,1,travel,1
15947,Yellow,1,1,travel,1
15948,Yellow,1,1,travel,1
15949,Yellow,1,1,property,1
15950,Yellow,4,1,life,1
15951,Yellow,4,1,life,1
15952,Green,1,1,property,1
15953,Yellow,2,1,travel,0
15954,Green,4,1,property,0
15955,Yellow,1,1,travel,1
15956,Green,0,1,travel,1
15957,Green,0,1,property,1
15958,Green,1,1,property,1
15959,Yellow,1,1,auto,1
15960,Green,0,1,property,1
15961,Yellow,4,1,property,0
15962,Yellow,4,1,property,1
15963,Yellow,0,1,life,1
15964,Yellow,0,1,life,1
15965,Green,3,1,property,1
15966,Green,4,1,auto,1
15967,Green,4,1,property,0
15968,Yellow,0,1,auto,0
15969,Yellow,2,1,life,1
15970,Red,1,0,travel,1
15971,Yellow,1,1,property,1
15972,Yellow,2,1,life,1
15973,Yellow,0,1,travel,0
15974,Green,2,1,property,1
15975,Yellow,0,1,travel,1
15976,Yellow,0,1,auto,1
15977,Yellow,1,1,property,1
15978,Green,1,1,property,1
15979,Yellow,4,1,life,1
15980,Red,4,1,property,1
15981,Yellow,4,1,auto,1
15982,Green,1,1,property,0
15983,Green,3,1,property,0
15984,Green,2,0,travel,1
15985,Yellow,1,1,auto,1
15986,Green,1,1,travel,1
15987,Red,1,1,travel,1
15988,Green,3,0,auto,1
15989,Yellow,0,1,travel,0
15990,Yellow,4,1,auto,1
15991,Yellow,3,1,travel,1
15992,Red,4,1,travel,1
15993,Green,1,1,auto,1
15994,Yellow,3,1,travel,0
15995,Yellow,0,1,property,1
15996,Yellow,1,1,property,1
15997,Yellow,3,1,travel,1
15998,Yellow,3,1,property,1
15999,Yellow,1,1,property,0
16000,Yellow,1,1,property,0
16001,Yellow,3,1,property,1
16002,Yellow,3,1,auto,1
16003,Yellow,1,1,property,1
16004,Green,0,1,property,1
16005,Yellow,4,1,property,1
16006,Yellow,4,1,property,1
16007,Yellow,1,1,property,1
16008,Yellow,1,0,property,1
16009,Yellow,3,1,auto,1
16010,Yellow,2,1,auto,1
16011,Green,0,1,property,1
16012,Yellow,0,1,life,1
16013,Yellow,3,1,life,1
16014,Yellow,3,1,property,1
16015,Yellow,2,0,property,1
16016,Yellow,3,1,life,1
16017,Yellow,3,1,travel,1
16018,Yellow,0,1,life,1
16019,Yellow,0,1,life,1
16020,Green,4,1,auto,1
16021,Yellow,2,1,life,1
16022,Green,1,1,property,1
16023,Yellow,0,1,travel,0
16024,Yellow,0,1,property,0
16025,Yellow,4,1,travel,1
16026,Yellow,0,1,auto,1
16027,Green,2,1,property,0
16028,Green,4,1,auto,1
16029,Yellow,3,1,property,1
16030,Green,0,0,property,1
16031,Yellow,0,1,property,1
16032,Yellow,0,1,life,1
16033,Yellow,0,1,life,1
16034,Yellow,0,1,auto,1
16035,Yellow,2,1,travel,0
16036,Yellow,4,0,travel,1
16037,Green,4,1,auto,1
16038,Yellow,2,0,life,1
16039,Green,1,1,auto,1
16040,Green,2,1,auto,1
16041,Green,0,1,auto,1
16042,Yellow,4,1,auto,1
16043,Yellow,1,1,travel,1
16044,Green,3,1,auto,1
16045,Yellow,2,1,property,1
16046,Yellow,4,1,auto,1
16047,Green,2,1,life,1
16048,Yellow,3,1,auto,1
16049,Green,0,1,life,1
16050,Green,0,1,auto,1
16051,Green,1,1,travel,1
16052,Yellow,3,1,auto,1
16053,Green,1,1,life,1
16054,Yellow,3,1,auto,1
16055,Yellow,2,1,travel,0
16056,Green,3,1,auto,1
16057,Yellow,4,1,auto,1
16058,Green,3,1,property,0
16059,Yellow,4,1,travel,0
16060,Yellow,2,0,life,1
16061,Yellow,2,0,travel,1
16062,Yellow,3,1,auto,1
16063,Green,3,1,auto,1
16064,Green,1,1,auto,1
16065,Yellow,0,0,property,1
16066,Green,4,1,auto,1
16067,Yellow,1,0,travel,1
16068,Yellow,2,1,property,1
16069,Red,0,1,property,1
16070,Yellow,3,1,property,0
16071,Green,0,1,auto,1
16072,Red,4,1,travel,1
16073,Green,3,1,property,1
16074,Yellow,0,1,auto,1
16075,Green,3,1,auto,1
16076,Red,0,1,travel,0
16077,Yellow,3,1,auto,1
16078,Yellow,1,1,auto,1
16079,Yellow,3,1,property,0
16080,Yellow,4,1,auto,1
16081,Red,3,1,property,0
16082,Red,3,0,property,0
16083,Yellow,0,1,property,1
16084,Yellow,4,0,property,1
16085,Yellow,1,1,auto,1
16086,Yellow,4,1,travel,0
16087,Green,2,1,property,1
16088,Green,4,1,auto,1
16089,Yellow,2,0,auto,1
16090,Yellow,1,0,travel,1
16091,Red,4,1,travel,1
16092,Yellow,3,1,auto,1
16093,Yellow,1,1,travel,1
16094,Yellow,3,0,property,1
16095,Red,2,1,travel,1
16096,Yellow,1,1,property,1
16097,Yellow,2,1,property,0
16098,Yellow,2,1,property,1
16099,Green,0,1,property,1
16100,Yellow,0,1,travel,1
16101,Yellow,0,0,property,1
16102,Yellow,1,1,auto,1
16103,Green,4,1,property,1
16104,Green,1,1,property,1
16105,Yellow,3,1,property,0
16106,Green,2,1,property,0
16107,Yellow,1,1,property,1
16108,Red,4,0,property,1
16109,Yellow,1,1,auto,1
16110,Green,2,1,auto,1
16111,Yellow,1,1,property,1
16112,Green,4,1,auto,1
16113,Yellow,1,1,travel,0
16114,Yellow,3,1,property,1
16115,Yellow,0,1,life,1
16116,Yellow,4,1,property,1
16117,Yellow,1,1,property,1
16118,Green,3,1,auto,1
16119,Green,3,1,property,1
16120,Yellow,3,1,travel,0
16121,Yellow,0,1,life,1
16122,Yellow,0,1,life,1
16123,Red,3,1,life,1
16124,Yellow,4,0,auto,1
16125,Yellow,1,1,life,1
16126,Yellow,3,1,life,1
16127,Yellow,4,0,travel,0
16128,Green,2,1,auto,1
16129,Yellow,0,0,auto,1
16130,Yellow,0,1,property,0
16131,Green,0,1,property,1
16132,Green,0,1,property,1
16133,Yellow,3,1,property,1
16134,Yellow,0,1,property,1
16135,Yellow,4,1,auto,1
16136,Yellow,0,1,auto,1
16137,Yellow,2,1,auto,1
16138,Yellow,1,1,auto,1
16139,Green,0,1,auto,1
16140,Green,0,1,property,1
16141,Yellow,0,1,property,1
16142,Yellow,2,0,property,1
16143,Yellow,3,1,life,1
16144,Green,1,1,property,1
16145,Green,3,1,auto,1
16146,Yellow,0,1,auto,1
16147,Red,0,0,property,1
16148,Red,3,1,travel,1
16149,Yellow,0,1,auto,1
16150,Green,4,1,auto,1
16151,Green,3,1,auto,1
16152,Yellow,2,0,property,1
16153,Green,3,1,auto,1
16154,Green,2,1,property,0
16155,Yellow,1,1,property,1
16156,Green,3,1,auto,1
16157,Yellow,2,1,auto,1
16158,Yellow,0,0,auto,1
16159,Red,1,1,travel,1
16160,Green,4,1,property,1
16161,Yellow,0,0,travel,1
16162,Yellow,3,0,life,1
16163,Yellow,4,1,travel,0
16164,Red,0,0,property,1
16165,Yellow,3,1,travel,1
16166,Yellow,2,1,travel,1
16167,Yellow,3,1,travel,0
16168,Yellow,4,1,travel,0
16169,Yellow,2,1,travel,1
16170,Yellow,4,1,travel,0
16171,Green,3,1,auto,1
16172,Yellow,0,1,auto,1
16173,Green,3,1,auto,1
16174,Yellow,2,1,auto,1
16175,Yellow,0,0,travel,1
16176,Yellow,4,1,auto,1
16177,Red,3,0,property,1
16178,Green,1,0,auto,1
16179,Yellow,1,0,travel,1
16180,Yellow,0,1,life,1
16181,Yellow,4,0,auto,1
16182,Green,3,1,property,1
16183,Yellow,1,1,life,1
16184,Yellow,4,1,auto,1
16185,Yellow,1,1,life,1
16186,Yellow,2,0,auto,1
16187,Yellow,3,1,auto,1
16188,Yellow,1,1,property,0
16189,Yellow,2,1,auto,1
16190,Yellow,3,1,auto,1
16191,Green,3,1,property,0
16192,Yellow,4,1,property,1
16193,Green,2,1,property,0
16194,Red,0,1,travel,1
16195,Yellow,0,1,property,1
16196,Green,4,1,auto,1
16197,Yellow,3,1,property,1
16198,Green,2,1,property,0
16199,Yellow,2,1,property,0
16200,Yellow,0,1,property,1
16201,Yellow,1,1,travel,0
16202,Yellow,2,1,auto,1
16203,Yellow,1,1,auto,1
16204,Yellow,3,1,travel,0
16205,Yellow,3,1,travel,0
16206,Yellow,2,1,travel,0
16207,Yellow,0,1,travel,0
16208,Yellow,0,1,travel,0
16209,Yellow,0,1,travel,0
16210,Yellow,0,1,travel,0
16211,Yellow,2,1,travel,1
16212,Yellow,0,0,property,1
16213,Yellow,0,0,property,1
16214,Yellow,0,0,property,1
16215,Yellow,3,1,property,0
16216,Yellow,3,1,property,0
16217,Yellow,4,1,travel,0
16218,Yellow,3,1,life,1
16219,Yellow,4,1,life,1
16220,Yellow,4,1,life,1
16221,Yellow,2,1,property,1
16222,Yellow,1,0,property,0
16223,Yellow,2,1,auto,1
16224,Green,4,1,property,1
16225,Yellow,0,1,travel,1
16226,Green,1,1,auto,1
16227,Yellow,0,1,auto,1
16228,Green,2,1,auto,1
16229,Yellow,4,1,travel,1
16230,Green,4,1,auto,1
16231,Green,3,1,travel,1
16232,Yellow,0,1,auto,1
16233,Yellow,0,1,property,1
16234,Green,2,1,life,1
16235,Red,2,1,travel,1
16236,Yellow,3,1,auto,1
16237,Yellow,3,1,travel,0
16238,Red,0,1,travel,1
16239,Yellow,4,1,property,1
16240,Green,1,1,auto,0
16241,Green,0,1,auto,1
16242,Yellow,1,1,property,1
16243,Yellow,0,1,auto,1
16244,Yellow,1,1,property,0
16245,Yellow,3,1,auto,1
16246,Yellow,4,1,auto,1
16247,Red,4,1,travel,1
16248,Yellow,4,1,property,1
16249,Yellow,1,1,life,1
16250,Green,3,1,auto,1
16251,Yellow,3,1,property,1
16252,Green,4,1,property,1
16253,Yellow,1,0,auto,1
16254,Yellow,3,1,property,1
16255,Yellow,0,0,auto,1
16256,Red,3,1,property,0
16257,Yellow,0,1,auto,1
16258,Yellow,4,1,travel,1
16259,Green,2,1,property,0
16260,Green,2,1,travel,1
16261,Yellow,4,1,travel,0
16262,Green,3,1,property,0
16263,Yellow,4,1,travel,1
16264,Yellow,4,1,auto,1
16265,Yellow,4,1,property,1
16266,Green,3,1,auto,0
16267,Yellow,0,1,property,1
16268,Yellow,2,1,property,0
16269,Green,1,1,auto,0
16270,Yellow,4,1,property,1
16271,Yellow,0,1,travel,0
16272,Green,4,1,auto,1
16273,Green,2,1,property,1
16274,Yellow,2,1,auto,1
16275,Yellow,1,1,property,0
16276,Green,1,1,property,1
16277,Yellow,3,1,auto,1
16278,Yellow,2,1,travel,1
16279,Yellow,2,1,auto,1
16280,Green,4,1,property,1
16281,Green,4,1,life,1
16282,Yellow,4,1,life,1
16283,Yellow,4,0,travel,0
16284,Yellow,1,1,auto,1
16285,Yellow,4,1,property,1
16286,Yellow,1,1,auto,1
16287,Yellow,0,1,auto,1
16288,Green,3,1,auto,1
16289,Yellow,3,0,travel,1
16290,Yellow,3,1,life,1
16291,Yellow,4,1,auto,1
16292,Yellow,0,1,auto,1
16293,Green,4,1,auto,1
16294,Yellow,1,1,auto,1
16295,Green,2,1,auto,1
16296,Yellow,2,1,property,0
16297,Green,1,1,auto,1
16298,Yellow,3,1,auto,0
16299,Red,1,0,travel,1
16300,Green,2,1,property,1
16301,Yellow,4,1,property,0
16302,Green,0,1,travel,1
16303,Yellow,4,1,travel,1
16304,Red,0,1,travel,1
16305,Green,4,1,auto,1
16306,Green,2,1,property,1
16307,Yellow,2,1,travel,1
16308,Green,0,1,travel,1
16309,Red,1,1,property,1
16310,Yellow,4,1,auto,1
16311,Green,0,1,property,1
16312,Yellow,2,1,auto,1
16313,Yellow,0,0,life,1
16314,Yellow,3,1,auto,1
16315,Yellow,2,1,life,1
16316,Yellow,2,1,life,1
16317,Red,4,1,travel,1
16318,Red,1,1,travel,0
16319,Green,1,0,auto,1
16320,Yellow,2,1,travel,1
16321,Green,0,0,auto,1
16322,Red,2,1,travel,1
16323,Green,1,1,property,0
16324,Yellow,3,0,auto,1
16325,Yellow,3,1,travel,0
16326,Yellow,1,1,auto,1
16327,Yellow,1,1,property,0
16328,Yellow,4,1,travel,1
16329,Yellow,4,1,auto,1
16330,Green,1,1,auto,1
16331,Yellow,2,1,auto,1
16332,Yellow,2,1,travel,1
16333,Yellow,1,1,auto,1
16334,Yellow,1,1,property,1
16335,Green,2,1,property,1
16336,Red,2,1,auto,1
16337,Yellow,0,1,auto,1
16338,Yellow,1,1,travel,0
16339,Yellow,3,1,auto,0
16340,Yellow,0,0,travel,0
16341,Yellow,1,1,property,1
16342,Yellow,1,1,property,0
16343,Green,4,1,property,1
16344,Yellow,3,1,auto,1
16345,Yellow,1,0,property,1
16346,Yellow,4,1,auto,1
16347,Yellow,2,1,auto,1
16348,Red,1,1,property,1
16349,Yellow,1,1,property,0
16350,Yellow,4,1,auto,1
16351,Yellow,4,1,travel,1
16352,Yellow,1,0,auto,1
16353,Green,2,1,life,1
16354,Yellow,3,1,travel,0
16355,Yellow,3,1,travel,1
16356,Red,1,0,property,1
16357,Red,3,0,travel,1
16358,Green,2,1,property,1
16359,Yellow,2,1,property,0
16360,Yellow,4,1,life,1
16361,Yellow,4,1,property,1
16362,Yellow,1,1,property,1
16363,Green,2,1,property,1
16364,Red,2,1,property,1
16365,Yellow,1,1,travel,1
16366,Yellow,3,1,property,1
16367,Green,3,1,auto,1
16368,Yellow,2,1,auto,1
16369,Yellow,3,1,life,1
16370,Yellow,3,1,life,1
16371,Yellow,1,1,travel,1
16372,Yellow,0,1,life,1
16373,Yellow,2,1,travel,1
16374,Yellow,2,1,auto,1
16375,Green,2,1,auto,1
16376,Red,1,1,travel,1
16377,Yellow,0,1,auto,1
16378,Yellow,2,1,auto,1
16379,Yellow,4,1,property,1
16380,Yellow,0,1,travel,1
16381,Green,1,1,auto,1
